,episode,team_points,opponent_points,win_rate,avg_reward,policy_loss,value_loss,total_loss
0,1,52.0,105.0,0.0,0.0,,,
1,2,136.0,178.0,0.0,-0.0045714285714285,,,
2,3,293.0,178.0,33.33333333333333,0.0463461538461538,,,
3,4,394.0,234.0,50.0,0.0640579710144927,-0.2717640101909637,0.0428652949631214,-0.0930167138576507
4,5,523.0,262.0,60.0,0.0780232558139534,-0.3256513476371765,0.0811186879873275,-0.0817069858312606
5,6,591.0,351.0,66.66666666666666,0.0651456310679611,-0.3693547248840332,0.1052471101284027,-0.0794302523136138
6,7,599.0,500.0,71.42857142857143,0.03925,-0.4353688359260559,0.0244470443576574,-0.1932373791933059
7,8,599.0,657.0,62.5,0.0196376811594202,-0.3728587031364441,0.0272925794124603,-0.1591367721557617
8,9,667.0,746.0,55.55555555555556,0.0174838709677419,-0.4242134094238281,0.005467371083796,-0.2066393345594406
9,10,734.0,836.0,50.0,0.0037172774869109,-0.4059102535247803,0.0234647840261459,-0.1794903427362442
10,11,769.0,958.0,45.45454545454545,-0.0061722488038277,-0.4749470353126526,0.0627337470650672,-0.1747397780418396
11,12,834.0,1050.0,41.66666666666667,-0.0057079646017699,-0.4844928383827209,0.0087865535169839,-0.233459860086441
12,13,874.0,1167.0,38.46153846153847,-0.013483606557377,-0.4457688331604004,0.0037268875166773,-0.2191575318574905
13,14,958.0,1240.0,35.714285714285715,-0.0131679389312977,-0.4691364169120788,0.0620875060558319,-0.1724807024002075
14,15,1059.0,1296.0,33.33333333333333,-0.0051612903225806,-0.4807566106319427,0.0138066504150629,-0.226571649312973
15,16,1070.0,1442.0,31.25,-0.0116216216216216,-0.498295247554779,0.0973064079880714,-0.1518412232398986
16,17,1210.0,1459.0,29.411764705882355,-0.0033226837060702,-0.5409319996833801,0.003923890646547,-0.2665421068668365
17,18,1242.0,1584.0,27.77777777777778,-0.0091842900302114,-0.5703594088554382,0.0052334442734718,-0.2799462676048279
18,19,1336.0,1647.0,26.31578947368421,-0.0031609195402298,-0.4372134506702423,0.0106727229431271,-0.2079340070486068
19,20,1378.0,1762.0,25.0,-0.0080729166666666,-0.5025134086608887,0.0660562887787818,-0.185200423002243
20,21,1490.0,1807.0,23.809523809523807,-0.0024438902743142,-0.4047532379627228,0.007414270658046,-0.1949623525142669
21,22,1606.0,1848.0,22.727272727272727,0.0028162291169451,-0.3131977915763855,0.0527785420417785,-0.1038203537464141
22,23,1682.0,1929.0,21.73913043478261,0.0027064220183486,-0.5139331221580505,0.0052863387390971,-0.2516802251338959
23,24,1757.0,2011.0,20.833333333333336,-0.001806167400881,-0.4370586276054382,0.008136942051351,-0.2103923708200454
24,25,1834.0,2091.0,20.0,-0.0059745762711864,-0.3903714716434479,0.0054922765120863,-0.1896934658288955
25,26,1880.0,2202.0,19.23076923076924,-0.0098568507157464,-0.4850211143493652,0.0067723696120083,-0.2357381880283355
26,27,1940.0,2299.0,18.51851851851852,-0.0095256916996047,-0.4840438067913055,0.0031600291840732,-0.2388618737459182
27,28,1991.0,2405.0,17.857142857142858,-0.0092160611854684,-0.4110316634178161,0.0029367182869464,-0.2025791108608245
28,29,2124.0,2429.0,17.24137931034483,-0.0046025878003696,-0.4054374098777771,0.002452494110912,-0.2002662122249603
29,30,2236.0,2474.0,16.666666666666664,-0.0006412478336221,-0.4705266952514648,0.0100719248875975,-0.2251914292573928
30,31,2274.0,2593.0,16.129032258064516,-0.0039898989898989,-0.5230692625045776,0.0052413726225495,-0.2562932670116424
31,32,2356.0,2668.0,15.625,-0.0009001636661211,-0.3913889229297638,0.0129710705950856,-0.1827233880758285
32,33,2382.0,2799.0,15.151515151515152,-0.0040605095541401,-0.5888751745223999,0.0018273524474352,-0.292610228061676
33,34,2492.0,2846.0,14.705882352941178,-0.0006965944272445,-0.4371547698974609,0.004763251170516,-0.2138141393661499
34,35,2625.0,2870.0,14.285714285714285,0.0028313253012048,-0.4216442108154297,0.0034183566458523,-0.2074037492275238
35,36,2670.0,2982.0,13.88888888888889,-0.0001759530791788,-0.4995412230491638,0.0043499572202563,-0.2454206496477127
36,37,2745.0,3064.0,13.513513513513514,-0.0030285714285714,-0.4881744086742401,0.0358176566660404,-0.2082695513963699
37,38,2819.0,3147.0,13.157894736842104,-0.0057381615598885,-0.4993617534637451,0.0018668802222236,-0.2478139996528625
38,39,2921.0,3202.0,12.82051282051282,-0.0028571428571428,-0.5308945178985596,0.0014042666880413,-0.2640430033206939
39,40,3051.0,3229.0,12.5,0.0002594033722438,-0.5312339663505554,0.0026628773193806,-0.2629541158676147
40,41,3167.0,3270.0,12.195121951219512,0.002994923857868,-0.5685462951660156,0.0012499714503064,-0.2830231785774231
41,42,3231.0,3363.0,11.904761904761903,0.0029316770186335,-0.3286217451095581,0.0061581102199852,-0.1581527590751648
42,43,3309.0,3442.0,11.627906976744184,0.0028710462287104,-0.4834331572055816,0.0015599674079567,-0.2401566058397293
43,44,3428.0,3480.0,11.363636363636363,0.0054231227651966,-0.4832130074501037,0.0030695814639329,-0.238536924123764
44,45,3446.0,3619.0,11.11111111111111,0.0029754959159859,-0.4827063679695129,0.0099395671859383,-0.2314136177301406
45,46,3494.0,3728.0,10.869565217391305,0.0006285714285714,-0.4505558013916015,0.0036024141591042,-0.2216754853725433
46,47,3631.0,3748.0,10.638297872340424,0.0032698768197088,-0.4528364539146423,0.0022137598134577,-0.2242044657468795
47,48,3740.0,3796.0,10.416666666666668,0.0054994511525795,-0.4994913041591644,0.0012923284666612,-0.2484533190727234
48,49,3810.0,3883.0,10.20408163265306,0.0053987068965517,-0.5466431975364685,0.004028242547065,-0.2692933678627014
49,50,3885.0,3965.0,10.0,0.0031224066390041,-0.5467098951339722,0.0021463844459503,-0.2712085545063019
